review_title,review_body,rating,review_date
Homage gold,"Horror and Science Fiction have combined successfully throughout the years to create some of the most iconic and original films in cinema. This would include seminal entries such as Alien (1979), The Thing (1982), The Fly (1986) and Event Horizon (1997). These productions were frequently based on earlier, acclaimed, literature and was produced with considerable, to enormous, budgets and raised vast amounts at the box office. In 1997, Vincenzo Natali wrote and directed Cube, which instantly became an influential and inspirational cult classic. The fact that the film was completed on a budget of $700 000, and resulted in a number of sequels, only highlights the effectiveness and originality of the storyline.

When Hollywood pounces on the ingenuity and profitability of a new production, it is inevitably and predictably remade, most often when a foreign, non-English language film, reaches cultural relevance and mainstream success, like Oldboy, The Ring (Ringu), 12 Monkeys (La Jetee) and The Departed (Infernal Affairs). But interestingly, the opposite happened when Japanese writer, Kôji Tokuo adapted Natali's script, to remake the 1997 Canadian/American original Cube in 2021.

A group of strangers wake up in mysterious room inscribed with an unfamiliar code. Looking for ways to escape, they discover the room is riddled with lethal traps. As fear and distrust swirl around them, the group must work together to survive and escape.

As Natali's original script was only adapted, mostly for modern Japanese audiences, there are limited changes from the 1997 film. The core concept of a group of strangers stuck in a mysterious box remains intact. Yasuhiko Shimizu does, however, include a few new creative flourishes and narrative adjustments and specifically adds distinct colours to differentiate between different cubes and traps as well as adding social commentary more reflective of Japanese culture, including ageism and technological dependence. The storyline flows in a more straightforward and traditional fashion as characters are clearly developed and their connections revealed in a rational and consistent manner. The viewer is made aware of how the clues and puzzles are resolved and this is one of the major improvements from the original film.

One of the biggest departures from the 1997 version, however, does create some distraction. Yuichi Goto (Masaki Suda) is the main protagonist, and his backstory is thoroughly explored through flashbacks of events outside of the Cube.

Although this development assists the audience in understanding his motivations better, it also breaks full immersion and dilutes the sense of claustrophobia and unnerving paranoia, which was such a large part of the original.

Shimizu's Cube retains many familiar beats from its predecessor, but adds enough psychological intensity and social conflict to create an interesting new product. The design of the traps rely heavily on CGI, but performances and sound production sells the tension and energy of each traumatic attempt as escape. Shimizu is clearly a fan of the original as he pays artful homage to the entire series, and lovingly touches on the mythology created. The pacing may be problematic for some, as Asian cinema often explores a more deliberate and languid progression, with a focus on the drama of each interaction and loss, leaving the vulgarity of gore, to be imagined and not witnessed.

The 1997 Cube may have been a precursor to torture porn (Saw, Hostel, The Collector), but the Japanese version aims for something more refined and analytical, and sticks the landing with a nuanced ending that is a clear, but delightful, departure from the original. Fans of the original may prefer the unnerving, chaotic 1997 version, but the fresh and stylised Cube 2023 is a fantastic addition to the cultural phenomenon and popularity of hard Sci-Fi Horror.",8,17 December 2023
Drama inside a Cube,"Well the original movie from 1997 had more mystery and action , this remake has more psychology and drama. I will say its nicely done, but left me somewhat empty, especially the ending, So i gave it a 7.",7,13 March 2022
Cubic Square no Brain Writer,"Why make a remake of a indie masterpiece and destroy everything that was briliant about it...

Terrible Script, copys many ideas from the original, but bad plot, poor actors, very bad pacing makes this movie a very boring experience... Even the traps on the rooms are lame in general.

The writers choose a terrible villain with terrible motivations, and the emotional parts of the movie with a particular character are weak at best.

It's the worst cube movie by far... The worst thing, is that japonese movies are usually gritty, gory and tense and this film is the complete oposite.

I Give a 3 out of 10.",3,26 August 2023
The copier is broken...,"Like others who have written reviews here, I'm a fan of the original. It had been a while since I'd seen it, so I was intrigued by this remake, I wanted to see what would be changed.

The answer is... nothing. Or at least nothing that improved on the original, which it seems to follow beat for beat. While I don't think it's done shot for shot, I was reminded of Gus van Sants Psycho remake. When I saw that, I felt growing horror (not the good kind) as I realized that, yes indeed, he really made it as close as the original as possible. Why do a remake of a great movie if you have nothing new to say? Remake a bad one.

So this version of Cube feels more like a copy, but slower, dumber, longer, and cheaper. When I watch a film in another language, I sometimes find it hard to evaluate the acting. Not so here - the acting is bad. The oldest actor appears to have some screen presence. Everyone else is sub par.

So if you're a curious fan like me, skip this and rewatch the original.",3,18 February 2024
Best of the Sequels,"The original Cube is one of my favorite films of all time. The mystery and mathematical design behind the cube is fascinating. Unfortunately, the sequels mostly fall flat by adding an unnecessary element and/or pulling back the curtain too much.

I somehow missed the release of this Japanese version until I saw a random online comment about it. I was disappointed to see the negative reviews, but never-the-less decided to give it a chance.

While it is essentially a remix of the original and not perfect, I enjoyed it. I think it is better than the previous sequels. The production quality is generally on par with the original film.

The characters could be more interesting and there are a few too many slow melodramatic stares. It also has less gore, but I am personally more interested in the survival and story aspects.

The film is fortunately not an exact copy of the original. The cube, characters, and interactions are somewhat different. There are similarities for sure, but it is the same situation and it is to be expected.

Rather than a remake, perhaps this Japanese version should be viewed as a story about another group in different cube in Asia (a Cube Cinematic Universe if you will). If Cube fans go into it with that mindset, I think they will enjoy it.",7,26 May 2022
Better than expected,"I'm a bit puzzled why this is so low rated. I can only conclude people are mostly racist, because i found this every bit as enjoyable as the original. Yes, this is a remake of the cult hit, but although the story is very much the same, the execution is very different, (no pun intended).

For those of you who may not have seen the original and don't know the plot already, it is about a group of strangers that wake up in a maze of rooms filled with various fatal traps. If you have seen the original, i would advise not comparing them. Here's why... The original was a gory, unique story with lots of mystery and surprise. This has less mystery, but just as much suspense and a lot better character focus, which i liked.

Oh and for those saying the acting was poor, i think they were drunk, because the acting was fantastic in places IMO.

So although nothing ground breaking, still an enjoyable time that if it weren't for the original and the myriad of escape room type movies since, i think this would have been a lot better received.

A last thought, of you do watch it, make sure to stick around for the mid credits scene, it adds a nice twist the first film didn't have.",7,11 August 2023
Hip to be square,"Or something along those lines - no pun intended of course. It has been a while since I last saw the original Cube movie. I really have to do a rewatch - sooner than later. But I thought I would give this (late) remake from Japan. So while I don't remember all the twists (I did remember the number stuff), maybe it helped liking this a bit more than most have liked it.

I can see that people have issues with this. It does not seem to add much to the original concept. On the other hand it is supposed to be a remake and not a reinvention ... at least that's how I understood it. That said, the acting is ok - the twists work most of the time. Though you may question a lot of things ... the ending tries to explain a few things - not sure if it works for anyone ... that's for you to decide.",6,1 November 2023
yall are tweakin,"This movie is honestly one of my favorites of all time. Its super underrated and has a cast i love a lot. I grew attached to every character and any/all deaths impacted me. The twist is immaculate and while yes it is a remake, that doesn't take away the experience. While not necessarily 'scary' that doesn't mean it didn't fill me with suspense when the characters would be in dangerous situations. This is the first movie that made me speak out loud in fear for my favorite character, which is saying something because i usually react silently. The low rating is honestly so bizarre to me, i recommended this movie greatly. Its a 10/10.",10,23 April 2023
Unnecessary but not terrible,"Like many other reviewers my main question for this movie is why was it made? I don't think anyone asked for this and the movie does not manage to improve the franchise and doesn't come close to the original. However I have to say that the rating and the reviews are rather harsh. I don't think this movie was terrible and in fact I thought it was enjoyable at times. On the other hand I knew in the back of my head there there was this absolutely awesome 1997 movie that was perfect just the way it was and that dragged down my watching experience for this remake. Remakes are rarely wanted but can occasionally make sense, but for Cube it was not the case. But like I said I didn't think it was terrible and if you desire to see more Cube content then this is a solid though unnecessary watch overall. [6,1/10]",6,26 February 2024
"One of the Best Written, Acted Thrillers","I watched this movie a few nights ago and did not know anything about it. It was excellent. Solid story about 6 strangers - 3 men, 1 woman, 1 older man, 1 13-year old boy - who awake trapped inside a large cube-like space with branching doorways. Choose the wrong one, and you die. Their only hope of survival is to stick together. So intelligently written, with solid performances from all the actors. One of the best movies I've seen in the past couple years. Highly recommend if you like eerie suspense/thrillers. Director and crew are very talented. I hope it makes a ton of money in the digital universe!",10,18 April 2024
